brand,ram,storage,screen_size,weight,battery_life,operating_system,price,GPU_brand,easly_reapairable
Sony,35,2117,14.1,4.05,6.3,Linux,2068.37,intel,false
Dell,54,1784,11.5,4.45,4.8,Windows,2892.75,nvidia,false
Apple,7,1317,13.8,3.52,3.4,Windows,4662.25,intel,true
Toshiba,27,376,10.6,4.73,11.0,Chrome OS,4177.01,intel,true
Toshiba,52,2165,16.2,6.21,7.7,Windows,3321.47,nvidia,false
Acer,7,452,15.7,6.99,5.1,Linux,3346.74,intel,true
Apple,42,3870,12.9,8.69,8.2,Windows,3095.51,intel,true
HP,13,1005,15.7,5.26,8.9,Linux,2360.81,intel,false
HP,58,3035,11.6,9.7,6.2,Linux,3507.08,intel,true
Sony,21,3636,10.7,1.86,11.2,macOS,289.93,nvidia,false
Microsoft,26,245,12.0,3.89,8.0,Chrome OS,3214.72,intel,false
Lenovo,23,3253,10.9,4.14,6.2,Linux,4289.11,amd,true
Samsung,18,965,14.1,7.13,8.9,Linux,1309.12,amd,true
Toshiba,26,519,16.1,4.57,3.1,Windows,1163.07,amd,true
HP,49,1442,16.6,1.21,3.8,macOS,265.5,amd,true
Acer,48,3665,16.9,7.92,3.5,Windows,1023.79,nvidia,false
Dell,19,1224,15.3,3.16,6.7,macOS,964.55,amd,true
Toshiba,14,3162,15.2,4.51,8.3,Chrome OS,1834.47,intel,true
Sony,3,2196,16.7,4.92,6.0,macOS,721.41,amd,false
Samsung,28,237,10.2,5.48,10.4,Windows,3820.27,intel,true
Lenovo,29,929,12.4,7.75,10.3,Windows,3870.29,intel,false
Lenovo,11,2522,10.2,3.59,11.9,Linux,3068.63,intel,false
Sony,51,2472,14.1,7.48,5.1,macOS,3347.42,nvidia,false
Microsoft,38,2325,12.3,8.18,2.8,Windows,946.97,amd,false
Dell,2,3743,16.4,3.57,11.6,macOS,3543.7,nvidia,true
Acer,30,3506,12.1,5.71,3.3,Chrome OS,3576.05,nvidia,true
Acer,12,4046,15.8,7.8,4.2,macOS,4465.68,intel,false
Lenovo,7,2635,11.8,8.59,4.0,Windows,2441.28,intel,true
Sony,63,883,11.4,7.64,10.6,Linux,4477.87,intel,true
Apple,14,2612,11.6,6.64,8.9,Chrome OS,2161.2,amd,false
Lenovo,46,2036,13.1,7.99,5.5,Windows,3801.19,nvidia,true
Apple,59,499,12.1,2.52,8.9,Linux,1403.74,nvidia,true
Samsung,2,1213,16.3,2.92,2.1,Chrome OS,3113.92,amd,false
Microsoft,63,726,13.9,9.47,3.2,macOS,1727.72,amd,true
Toshiba,30,1068,15.3,1.89,2.8,macOS,3394.36,amd,false
Lenovo,18,3472,10.4,5.04,11.1,Chrome OS,1978.09,amd,true
Acer,2,1376,13.9,4.28,8.6,Windows,474.72,amd,false
Microsoft,5,1960,13.2,8.23,11.7,Chrome OS,2312.86,nvidia,false
Lenovo,35,2711,15.6,4.34,4.2,Chrome OS,2740.43,amd,false
Acer,54,1351,10.2,9.31,10.6,macOS,583.86,amd,true
HP,54,1885,13.0,4.66,4.3,Windows,2504.94,nvidia,false
Lenovo,57,1832,12.1,6.37,6.8,Linux,1303.39,intel,false
Asus,22,2519,10.5,3.43,4.1,Chrome OS,1065.49,amd,false
Microsoft,7,2804,12.0,2.83,3.8,Chrome OS,2257.89,intel,true
Lenovo,9,1355,11.3,5.12,2.8,Chrome OS,242.16,intel,false
Asus,27,2662,10.1,5.05,7.2,Chrome OS,4162.41,intel,false
Acer,60,1444,16.0,4.2,11.9,Chrome OS,2929.37,intel,true
Microsoft,38,524,16.3,9.18,9.0,macOS,2618.35,amd,true
Apple,9,2836,11.5,6.5,3.7,macOS,2230.73,intel,true
Toshiba,38,1743,12.7,7.54,11.8,Windows,1347.04,amd,false
Asus,34,992,11.4,6.89,7.0,Linux,2590.1,intel,true
Apple,56,2408,11.5,1.2,10.1,Linux,608.06,intel,true
Sony,13,1959,12.1,1.67,5.1,Windows,547.65,intel,false
Acer,55,1905,11.6,3.69,2.0,Linux,4282.96,nvidia,false
Toshiba,3,2034,10.7,8.05,2.9,Windows,2195.09,amd,false
HP,23,2665,15.5,4.87,10.5,macOS,4112.29,amd,false
Sony,36,2451,11.3,2.33,8.2,Chrome OS,1116.82,intel,true
Asus,5,712,16.9,3.11,10.7,Windows,676.47,intel,false
Dell,42,3671,12.1,5.45,9.7,Windows,3916.81,amd,true
HP,35,408,13.0,6.38,3.4,Chrome OS,4341.7,intel,false
Sony,57,4004,12.8,2.66,4.9,Chrome OS,2018.72,nvidia,false
Dell,63,2684,13.6,9.3,10.0,Linux,846.64,nvidia,false
Apple,61,3027,11.7,6.24,4.0,Windows,2174.22,nvidia,false
Lenovo,19,1941,11.3,5.54,2.9,macOS,4016.78,intel,false
Acer,48,1906,15.6,3.53,10.1,Linux,613.04,amd,true
Lenovo,16,836,11.5,6.57,11.5,Windows,4266.65,amd,true
Toshiba,29,1328,12.1,3.65,5.6,macOS,3791.21,intel,false
Sony,41,796,16.2,7.08,9.8,Windows,2558.63,nvidia,true
Acer,61,3848,14.6,3.68,5.8,Windows,1452.78,amd,false
Acer,5,3908,16.5,2.93,9.9,Windows,4984.49,nvidia,false
Asus,35,1958,11.3,3.17,8.9,macOS,768.55,intel,true
Toshiba,34,3081,13.1,3.68,11.9,macOS,4629.03,amd,false
HP,30,843,13.7,6.1,4.4,Linux,4708.9,intel,true
Asus,27,1184,16.3,1.17,10.2,Chrome OS,4287.54,nvidia,false
Samsung,38,2659,14.5,7.03,10.2,Linux,3944.87,nvidia,false
Lenovo,47,3293,15.6,3.63,12.0,macOS,1129.06,nvidia,false
Apple,51,2054,11.3,7.86,6.6,macOS,2943.99,nvidia,false
Asus,63,2679,15.1,8.2,2.8,macOS,297.06,intel,true
HP,10,3962,15.3,8.88,3.3,Chrome OS,1845.81,intel,true
Microsoft,47,1403,11.1,2.43,8.8,Chrome OS,3974.19,amd,true
Asus,40,224,11.2,2.14,9.1,Windows,4033.47,nvidia,false
Sony,34,1090,15.2,2.35,5.9,macOS,1799.67,intel,true
Sony,54,3830,13.6,8.8,6.6,Windows,3656.7,amd,false
Apple,60,2101,12.4,2.69,4.7,Linux,4853.35,amd,false
HP,22,2008,13.0,1.58,3.4,Windows,250.22,nvidia,false
Lenovo,26,175,10.0,8.52,11.8,Chrome OS,4372.16,intel,false
Toshiba,18,2500,10.2,2.96,7.0,macOS,3372.62,amd,true
Microsoft,17,562,14.7,3.47,5.5,Windows,3938.71,amd,true
Toshiba,14,3610,10.6,8.53,5.7,Linux,4142.32,nvidia,true
HP,30,1371,12.7,1.1,11.7,Windows,3713.04,amd,false
Microsoft,2,3747,12.4,3.5,9.3,Windows,2079.72,amd,false
Microsoft,25,3796,10.3,4.85,4.0,Windows,4262.47,intel,false
Asus,14,3091,12.2,6.66,7.9,macOS,1886.96,amd,true
Dell,14,3108,10.4,3.94,10.1,Linux,4422.82,amd,true
Asus,57,3651,13.4,2.41,5.9,Chrome OS,1137.03,amd,false
Dell,64,3450,13.6,4.65,11.0,Chrome OS,1463.38,amd,true
Toshiba,41,2646,13.0,2.84,4.3,Chrome OS,3177.38,intel,true
HP,8,3893,11.7,3.11,3.3,macOS,2576.82,amd,true
Samsung,16,3319,14.9,9.43,8.5,macOS,4529.31,nvidia,true
HP,56,262,15.0,4.73,10.4,Chrome OS,277.46,nvidia,false
Toshiba,43,354,13.5,3.83,11.1,Chrome OS,3187.43,nvidia,false
Lenovo,31,3548,15.0,2.57,4.7,macOS,2995.61,amd,true
Acer,31,657,12.7,3.33,8.2,Linux,1499.75,amd,true
Toshiba,32,1926,16.4,3.21,4.3,Chrome OS,3773.73,amd,false
HP,62,2177,10.6,1.96,2.5,macOS,4048.62,nvidia,false
Dell,18,374,12.3,2.72,3.8,Chrome OS,1531.31,nvidia,false
Lenovo,52,3013,13.7,4.65,6.7,macOS,1730.9,nvidia,true
Asus,47,166,15.0,8.48,6.5,Linux,4750.14,nvidia,true
Toshiba,52,1642,13.3,9.57,3.3,Windows,394.34,nvidia,false
Samsung,7,3669,12.9,8.72,11.8,macOS,887.75,nvidia,false
Asus,58,413,14.0,5.91,5.6,Linux,3678.1,intel,true
Sony,3,1749,14.2,5.41,4.3,Windows,1829.76,amd,true
Lenovo,58,473,12.2,1.24,11.6,Chrome OS,1076.02,intel,true
HP,33,812,16.7,2.24,3.3,Linux,3739.94,amd,false
HP,31,1256,16.8,5.06,10.6,macOS,3147.36,intel,false
Samsung,12,540,12.4,3.34,11.9,Windows,2148.17,intel,false
HP,11,3773,14.1,9.42,11.7,Windows,4587.11,amd,true
Acer,44,1468,10.2,7.66,4.9,Chrome OS,4838.08,amd,true
HP,60,206,16.7,7.31,7.8,Linux,2748.02,nvidia,true
Acer,64,2436,14.5,4.78,11.5,Chrome OS,1955.63,nvidia,true
Acer,40,3477,14.6,8.33,5.3,Linux,728.26,intel,true
HP,55,3990,10.9,7.26,3.1,Linux,4218.12,nvidia,true
Asus,11,441,13.7,3.18,2.9,macOS,1623.76,intel,false
HP,38,2120,12.5,9.84,7.4,Chrome OS,425.09,amd,true
Asus,49,2938,15.5,9.35,3.0,macOS,3107.79,amd,false
Asus,51,2914,11.0,4.03,2.8,Windows,1972.58,intel,false
Lenovo,16,2971,14.8,6.65,7.4,Chrome OS,2229.94,amd,true
Asus,7,1657,11.3,5.3,9.9,Chrome OS,4495.65,intel,true
HP,11,1398,15.1,2.29,9.3,Windows,3348.68,amd,false
Microsoft,51,2888,16.0,2.97,10.1,Linux,2001.29,intel,false
Sony,22,2200,15.8,6.02,10.9,Chrome OS,2042.91,amd,false
Lenovo,9,2313,13.9,4.45,11.3,Chrome OS,4110.27,intel,true
Samsung,9,4065,11.6,2.89,3.2,macOS,277.47,nvidia,true
Acer,8,965,15.3,1.2,7.8,Chrome OS,4454.98,amd,false
Microsoft,9,3719,12.5,2.23,4.9,macOS,328.88,amd,false
Acer,52,2606,11.0,5.47,5.9,macOS,3709.24,nvidia,false
HP,45,2979,14.7,5.31,7.9,Windows,4927.01,amd,false
Sony,20,1333,10.9,2.34,3.6,Linux,2059.61,intel,true
Asus,5,2106,12.3,4.49,8.0,Linux,2188.27,nvidia,true
